R990604,R829866
R833326,R972354
R347271,R208067
R575049,R917939
R181186,R192743
R424626,R280905
R622283,R537624
R161856,R964217
R486515,R616163
R269816,R686791
R505429,R620771
R520482,R899950
R911364,R851598
R275397,R326635
R953924,R375329
R567776,R959068
R916359,R747755
R389104,R195076
R729051,R537074
R385275,R784393
R918663,R650879
R649740,R818900
R402645,R888429
R903564,R317211
R186108,R655465
R845259,R769144
R398064,R130259
R879177,R520836
R480794,R391905
R573744,R838340
R836498,R801753
R982053,R967943
R478097,R736505
R709423,R694117
R770335,R810212
R691803,R685902
R237142,R198854
R222025,R723975
R966712,R258792
R757158,R348026
R417422,R690711
R182585,R684471
R301790,R972534
R283333,R118893
R410274,R548710
R101688,R602445
R743569,R368564
R786347,R579154
R583593,R239322
R191510,R268387
R432031,R174506
R462690,R895204
R645011,R486296
R103555,R140957
R272355,R793660
R824624,R591749
R444005,R525652
R532478,R204043
R430933,R858503
R329616,R414313
R418891,R408635
R604376,R244405
R591494,R934834
R136481,R342214
R428795,R903875
R576847,R437032
R902524,R849847
R355701,R396475
R823742,R333371
R163252,R701273
R894764,R682214
R300880,R807107
R530799,R637876
R128391,R138195
R111615,R425105
R708930,R846110
R269426,R187818
R691641,R290856
R232596,R329512
R446238,R651435
R559494,R824671
R299295,R855698
R586952,R310099
R214070,R339461
R522814,R513372
R270169,R161520
R974929,R563485
R694472,R821533
R496714,R325086
R913827,R731564
R790314,R647060
R540437,R930963
R161115,R509439
R159988,R835657
R844807,R255186
R152669,R719205
R208941,R833214
R401135,R940763
R973175,R181606
R613140,R622099
R197193,R236592
R684149,R437042
R665590,R842035
R949302,R549762
R625577,R499785
R682369,R843337
R455039,R988296
R425324,R265225
R254145,R420816
R533555,R353665
R231670,R397569
R147743,R925888
R458505,R210077
R872645,R673098
R696479,R626381
R770743,R320629
R795118,R904947
R206161,R936966
R370870,R543797
R901319,R942114
R251376,R956691
R383287,R991978
R623123,R358925
R373026,R129289
R107214,R845610
R572782,R283345
R814368,R325943
R678191,R153361
R217386,R743289
R219443,R859289
R821671,R647555
R227479,R908021
R819616,R929224
R429384,R793799
R590581,R871470
R813667,R292142
R853174,R313572
R363376,R747546
R660668,R934277
R417277,R896937
R463469,R992693
R396841,R335133
R555707,R577527
R372933,R772704
R810126,R187761
R336697,R521246
R788926,R619624
R947651,R325207
R956655,R227997
R768961,R747465
R724952,R463720
R410957,R550960
R940183,R932189
R308683,R941123
R463534,R214678
R688309,R529018
R422221,R789639
R275724,R868584
R272278,R615223
R337955,R568605
R355848,R256326
R511478,R740506
R360578,R382599
R311846,R650289
R541913,R586907
R578205,R142020
R700971,R590674
R196823,R833281
R170205,R271816
R321095,R659152
R513769,R406498
R807854,R302057
R510752,R357327
R764923,R791250
R334787,R908471
R346142,R634751
R831978,R279314
R734237,R227054
R283721,R162617
R936327,R868882
R321696,R427422
R648054,R378496
R245706,R832593
R673076,R126522
R529025,R252573
R458972,R131237
R660075,R477845
R660948,R179170
R943766,R944364
R671446,R983171
R590106,R621351
R486401,R115644
R284025,R588976
R137687,R420670
R760676,R808798
R541965,R807925
R802190,R807541
R554146,R292366
R636307,R372065
R545741,R989817
R400231,R460968
R794032,R322366
R650940,R209255
R812890,R221487
R234363,R606230
R733289,R756487
R117768,R333325
R418656,R794569
R157504,R828937
R491093,R516690
R280443,R924544
R393730,R721388
R315893,R920602
R443978,R919222
R747346,R602819
R123082,R463864
R611775,R137686
R237466,R949713
R807994,R364069
R671457,R373907
R544504,R627246
R135875,R399554
R883925,R564746
R576126,R709949
R555836,R178574
R704754,R558791
R982579,R377619
R805838,R242879
R787275,R618129
R801794,R605670
R553781,R328980
R359561,R204491
R271076,R237912
R305212,R180757
R217184,R117724
R194431,R617602
R685813,R451981
R936934,R130316
R747239,R527113
R193180,R385063
R266895,R325860
R987456,R966233
R691981,R507072
R897877,R748432
R880066,R940034
R739903,R369391
R203489,R570294
R130342,R881277
R723966,R548217
R787805,R490089
R334868,R697350
R495898,R452462
R450994,R153438
R869470,R910587
R186294,R234820
R150436,R588540
R803342,R622674
R203501,R302634
R916668,R529994
R172977,R601673
R765273,R303181
R912293,R548104
R556904,R374957
R409718,R402374
R689578,R712808
R822087,R222289
R101888,R531060
R836182,R513411
R373553,R849188
R455395,R657949
R724973,R554045
R961145,R481605
R292777,R227070
R271509,R247143
R829101,R875846
R511239,R158259
R103830,R985838
R981530,R575962
R860964,R282857
R750797,R218556
R401873,R227095
R811845,R703890
R426659,R814797
R262766,R761562
R760280,R787836
R569331,R626899
R569906,R185089
R679713,R936770
R358618,R798330
R917871,R442282
R728344,R707842
R459632,R709203
R737547,R988551
R939887,R609530
R691442,R993737
R846297,R429477
R994773,R373529
R967997,R731601
R555943,R462829
R163196,R656436
R835253,R268827
R244726,R230361
R922643,R858581
R645601,R787726
R277463,R504653
R712592,R214452
R265672,R211077
R246847,R443924
R696196,R424696
R818350,R963151
R922993,R143723
R713762,R650591
R353301,R710409
R222118,R774484
R843211,R585653
R766843,R703893
R758376,R985874
R833605,R921430
R454284,R454430
R368787,R504333
R908896,R551580
R266652,R423514
R563574,R575481
R307641,R357871
R964843,R521521
R520536,R338684
R560002,R574725
R507262,R500838
R761133,R878214
R712224,R361214
R977557,R870585
R612534,R940916
R793962,R101626
R776175,R305226
R433098,R404130
R533722,R943142
R858579,R737788
R657510,R421263
R229445,R757377
R575758,R876499
R543642,R375913
R431788,R745140
R629529,R472583
R148151,R914440
R172334,R836534
R700668,R120925
R352253,R674542
R177634,R470551
R724855,R470926
R826760,R859670
R825236,R333273
R863244,R537908
R271132,R576812
R512560,R983174
R625229,R649835
R882470,R280237
R490709,R482152
R859598,R505479
R115381,R827529
R149943,R908114
R222333,R194405
R863979,R389935
R874637,R807450
R504413,R957526
R572773,R930962
R603194,R847909
R271338,R480267
R713622,R769761
R411579,R981693
R278506,R307051
R844876,R968410
R228204,R599779
R428580,R973089
R930240,R886256
R489372,R218658
R138994,R157527
R276063,R319581
R264043,R747493
R531880,R811595
R545361,R173052
R672044,R806307
R837737,R328442
R678881,R240551
R497508,R505984
R853009,R591061
R438726,R822271
R714564,R953791
R883236,R930521
R113087,R672937
R913913,R602673
R566397,R302445
R336042,R944872
R636989,R578177
R836441,R235773
R263627,R891254
R772463,R538326
R487689,R339114
R781171,R114514
R473347,R456573
R855959,R357680
R584045,R827536
R229043,R719395
R213358,R527367
R464324,R249290
R323481,R266183
R879580,R700579
R700071,R165479
R856009,R530435
R894331,R842500
R275555,R129700
R347418,R187474
R775797,R433945
R666988,R259769
R433083,R172953
R909848,R913976
R366337,R563003
R157351,R568822
R429684,R499023
R594164,R345513
R422521,R909047
R140604,R834386
R472218,R507540
R342217,R770752
R945352,R993920
R708865,R947120
R147381,R729317
R898148,R137383
R316007,R275450
R444164,R715278
R654653,R481927
R791794,R387212
R630866,R110353
R476083,R831511
R243231,R896611
R280926,R573325
R783538,R395996
R142265,R431950
R611858,R625463
R799255,R907363
R420314,R174646
R925046,R993200
R607543,R619223
R408784,R538542
R984095,R891954
R173123,R985530
R554187,R617123
R272839,R830777
R495235,R947059
R431868,R617740
R814098,R844522
R313981,R678055
R388233,R225736
R966082,R893917
R840639,R559898
R662312,R128930
R135163,R581657
R777986,R926510
R160660,R330023
R545030,R426544
R527709,R554321
R498565,R916320
R650725,R296169
R629846,R341402
R906695,R144454
R999569,R522230
R570654,R698398
R638907,R721853
R130708,R324412
R331635,R772142
R514811,R300915
R876536,R736993
R536162,R940549
R884298,R813150
R740540,R762442
R758610,R170897
R199131,R135009
R901689,R359379
R979128,R634482
R752450,R346473
R127154,R558438
R352051,R542316
R788607,R419181
R714434,R993009
R592327,R556433
R936412,R172543
R550342,R928348
R937806,R373286
R178739,R314562
R586986,R209998
R334822,R589963
R418296,R115131
R772513,R875153
R303273,R825112
R504142,R700414
R837093,R518305
R185911,R940241
R379814,R272723
R900035,R596256
R781537,R258452
R232015,R424392
R545740,R673270
R982150,R886291
R781189,R329220
R324046,R256410
R816293,R897649
R585602,R447484
R679604,R132963
R992031,R442650
R970501,R451887
R180191,R742025
R664735,R988088
R646739,R718468
R846031,R711345
R728066,R337272
R529804,R413659
R618361,R476716
R942385,R713474
R921776,R471650
R167619,R489061
R710094,R327018
R400989,R531944
R115435,R224279
R606983,R549277
R909714,R804892
R587442,R314706
R878859,R658006
R445983,R977772
R252202,R957885
R958816,R505042
R378562,R148131
R430764,R171519
R260199,R738863
R941284,R620274
R815549,R524968
R597329,R631028
R771957,R150288
R466706,R151356
R306249,R839188
R422460,R559905
R293898,R525769
R574051,R589969
R378508,R478829
R135223,R265340
R539075,R119298
R195574,R560785
R285730,R865106
R600555,R107990
R207504,R716195
R837894,R672231
R185518,R365385
R224368,R103150
R786860,R661911
R191293,R214557
R148429,R177403
R193823,R537866
R481187,R943009
R897111,R506617
R592478,R654870
R244081,R370439
R970346,R774216
R583334,R463039
R518793,R571953
R816221,R206905
R844156,R916876
R239904,R402195
R408338,R265662
R562328,R600543
R875373,R880285
R518685,R740382
R720307,R960181
R977485,R324480
R545498,R496728
R359943,R968979
R157178,R691105
R685289,R553266
R737926,R105105
R866623,R226059
R485681,R447433
R287292,R988608
R180210,R861409
R228426,R597937
R997912,R930057
R181723,R962384
R645829,R585654
R454593,R693792
R987353,R723734
R494602,R676078
R345653,R705094
R303587,R383190
R969387,R945978
R751232,R245573
R150777,R630129
R495230,R464995
R677079,R375611
R584049,R215239
R449071,R563664
R372133,R229224
R450444,R786478
R273384,R960904
R498169,R650143
R535180,R215159
R532240,R455457
R492918,R967286
R276370,R682155
R670867,R611121
R846709,R819520
R566896,R668992
R966426,R971704
R216521,R365746
R630411,R472284
R372798,R155404
R706859,R315828
R575483,R865060
R320125,R889792
R245484,R360976
R376059,R823013
R209607,R276628
R971271,R968891
R656463,R621682
R427542,R540247
R937919,R603801
R217945,R599661
R212252,R873792
R116763,R316144
R179261,R458747
R667718,R541087
R256164,R119049
R366534,R676822
R580647,R396439
R845171,R577759
R301935,R140763
R549147,R943126
R886873,R991006
R121887,R532979
R451723,R899350
R234652,R549419
R384899,R902556
R308974,R558257
R755319,R210294
R361502,R660540
R409560,R606303
R618419,R541664
R485384,R181209
R437624,R596371
R446790,R948691
R372419,R264355
R746262,R162625
R962881,R244428
R150372,R275029
R241308,R996183
R771316,R711122
R719347,R148516
R165081,R858561
R435524,R883362
R699622,R758407
R620023,R516136
R727078,R298594
R171341,R599558
R307612,R758924
R112675,R649300
R794935,R124943
R818744,R239618
R998145,R196529
R682258,R640287
R204802,R328844
R831487,R339349
R890381,R289379
R532092,R921345
R806482,R434473
R404477,R873246
R100265,R778356
R296783,R942983
R410468,R104854
R678656,R915697
R969150,R378526
R796039,R796307
R611658,R398575
R776484,R452604
R538840,R412004
R289809,R169790
R353870,R510920
R710654,R613318
R104125,R356061
R210408,R133573
R611791,R793049
R919478,R392142
R880126,R433716
R334606,R557764
R310167,R474432
R114794,R543972
R563730,R357213
R837602,R246219
R278422,R554016
R554961,R387834
R223355,R220083
R782849,R614443
R511161,R423515
R913574,R866388
R639449,R332283
R105355,R639638
R973678,R554431
R846371,R559290
R680206,R545649
R823552,R552363
R570104,R422706
R751779,R281623
R107249,R353238
R373697,R847312
R134501,R214537
R418073,R276704
R454182,R582941
R477221,R103572
R585010,R987557
R334819,R861566
R245540,R160363
R173783,R514113
R513347,R390470
R258675,R888824
R385001,R831359
R416366,R600545
R847389,R905453
R442794,R871981
R160182,R296673
R886388,R409245
R766496,R453248
R662530,R461727
R819265,R265137
R572811,R133190
R408699,R745871
R190182,R716381
R101045,R576970
R376994,R497405
R223332,R446573
R608772,R512348
R914330,R423140
R246418,R707792
R816425,R496493
R145463,R317304
R251245,R392050
R774106,R151376
R965078,R976387
R899590,R829992
R319689,R371372
R738637,R194163
R516162,R258119
R715459,R129598
R327621,R150150
R192728,R684001
R198021,R490024
R233378,R294082
R675106,R666858
R124092,R969766
R606490,R803939
R806458,R338691
R661613,R572707
R213184,R439321
R669297,R356037
R663497,R535777
R260113,R446890
R883968,R368596
R846623,R735376
R208094,R487653
R200895,R522527
R844665,R838260
R521402,R363116
R759868,R865247
R327857,R711080
R812039,R315568
R585427,R815771
R433332,R152924
R826547,R200945
R197125,R546351
R364739,R424708
R573690,R253761
R489996,R566430
R332108,R547029
R299280,R463749
R581443,R144230
R448853,R740012
R389543,R280774
R614229,R354012
R710381,R401355
R826994,R740554
R207438,R314481
R195018,R931796
R350814,R291206
R147890,R498159
R737692,R747889
R428845,R991109
R166355,R926920
R843946,R687787
R461569,R978158
R596304,R115208
R752962,R384730
R998255,R592829
R605313,R261666
R539324,R388429
R567201,R237055
R449801,R484747
R619295,R529688
R819977,R708365
R548614,R885431
R501047,R648699
R310089,R782057
R860311,R643313
R398083,R369681
R108180,R539019
R934476,R442461
R813530,R825730
R850358,R976620
R955436,R390223
R922717,R592963
R395166,R545323
R373311,R375554
R795562,R835948
R105192,R620793
R827516,R822767
R739012,R970701
R471390,R850106
R542460,R517950
R878860,R573768
R568398,R846830
R815860,R457532
R420817,R634098
R682981,R115293
R702805,R779673
R831468,R857659
R719130,R321399
R540782,R734378
R874026,R355261
R637460,R942022
R744664,R260386
R195460,R261952
R805262,R183661
R263801,R117884
R139358,R254561
R363852,R409393
R479857,R955741
R456718,R506996
R327260,R418576
R115826,R655299
R452574,R551620
R867725,R810811
R543331,R999712
R181541,R180781
R693724,R611766
R218630,R172459
R622011,R613386
R608725,R157691
R404081,R530427
R413938,R685528
R799968,R168176
R146144,R962962
R320689,R397603
R493964,R940382
R740941,R567748
R497243,R389305
R399530,R970405
R448539,R607995
R465874,R662648
R113346,R995137
R665164,R453266
R876743,R447300
R433253,R645879
R942783,R776145
R192464,R790458
R925678,R125372
R345125,R646491
R123028,R721194
R596536,R946814
R707621,R706390
R693290,R809344
R680509,R517407
R673164,R631839
R654734,R718809
R428768,R230693
R170505,R256624
R263769,R684186
R200917,R181947
R967152,R896598
R399596,R936514
R944791,R188165
R990696,R939074
R751285,R521598
R157000,R544533
R828108,R587667
R979267,R288772
R422887,R190048
R778254,R844803
R310491,R282114
R570185,R506348
R385830,R308478
R194634,R437385
R500915,R388183
R443957,R501663
R986400,R270886
R893257,R609811
R788202,R645143
R377056,R857907
R220879,R451915
R993519,R362659
R400862,R938003
R781963,R993983
R700931,R400124
R627001,R547363
R293556,R989916
R447955,R598510
R561802,R367761
R761195,R310191
R352341,R101898
R126657,R664171
R951469,R118527
R347467,R314483
R638329,R169801
R541712,R733642
R834248,R291246
R197132,R699370
R845927,R593996
R391272,R651572
R777152,R412355
R656777,R253330
R947718,R513214
R346005,R796758
R120853,R529587
R726146,R721214
R446305,R250989
R862128,R372388
R910466,R642903
R454606,R808282
R239439,R170293
R210908,R105784
R828920,R653975
R983653,R151332
R445963,R400584
R252550,R646580
R869768,R874572
R109670,R630506
R511736,R711894
R513754,R102810
R702642,R995293
R914294,R334841
R155583,R661054
R126323,R632662
R298290,R678294
R181830,R691934
R167737,R996009
R193576,R709577
R286300,R368965
R979533,R393423
R757825,R601946
R650876,R910223
R179759,R458594
R502645,R992203
R243746,R494886
R672180,R340465
R416030,R752711
R391862,R191615
R538589,R868343
R507093,R922230
R544523,R405812
R464297,R655406
R730449,R191331
R336412,R133557
R864073,R147552
R221296,R148038
R386736,R890351
R155600,R633895
R368803,R745956
R371685,R142248
R984266,R620485
R566811,R723844
R910970,R312189
R309247,R236781
R798084,R886713
R122278,R448256
R794638,R837068
R801704,R747894
R663845,R967725
R704392,R252521
R135243,R504207
R902885,R461484
R879920,R325106
R318435,R220352
R466292,R793155
R457849,R976965
R381898,R333979
R950037,R914950
R952874,R132851
R143440,R787737
R502571,R577804
R788106,R370281
R802164,R661700
R701961,R806579
R381565,R425304
R265053,R596377
R544774,R197464
R171269,R777794
R249783,R848510
R790807,R809249
R434441,R453642
R705978,R625795
R101612,R331038
R637263,R274464
R326100,R559599
R956907,R440233
R461162,R500466
R617720,R189576
R809156,R657183
R964077,R622459
R842068,R953167
R485777,R281977
R644527,R337823
R308995,R244987
R793877,R934872
R893284,R321491
R109543,R698175
R935427,R304630
R576022,R891646
R366007,R567391
R924289,R966468
R711610,R475025
R783245,R305286
R589370,R383092
R397695,R449284
R610111,R258587
R196104,R475802
R118725,R882881
R629687,R572942
R382777,R652717
R251813,R254272
R284083,R767170
R433235,R645743
R481450,R529527
R181430,R722945
R349877,R536667
R994725,R451068
R261116,R604815
R108218,R526219
R839573,R774545
R765805,R157219
R385881,R950151
R443832,R465553
R913615,R344085
R498637,R141359
R103500,R918672
R401270,R709782
R823792,R830805
R901469,R661707
R265178,R803117
R851127,R466986
R646835,R988789
R948122,R444764
R753772,R677695
R792069,R752414
R277785,R912469
R248514,R500821
R387559,R663661
R165936,R591443
R780246,R462653
R553375,R553580
R427320,R104893
R833914,R141083
R447447,R635984
R133033,R443005
R204903,R280752
R353533,R677051
R882448,R713190
R856272,R792146
R950355,R892225
R621312,R940272
R331543,R884078
R585014,R611744
R564585,R740195
R648583,R208268
R465222,R102252
R996877,R166622
R956813,R637854
R167295,R155275
R359196,R126846
R231907,R644138
R120097,R625739
R736196,R934233
R138071,R692826
R800095,R922357
R842542,R425636
R352438,R736019
R125436,R692006
R100250,R596172
R142709,R275699
R142837,R705429
R863019,R135417
R763200,R876647
R108783,R726823
R383774,R913904
R416499,R137747
R156629,R991488
R982289,R778197
R560146,R715228
R228038,R371800
R801562,R642101
R549891,R352076
R313945,R426318
R716050,R248215
R725530,R324943
R876012,R811733
R597353,R374491
R789768,R643349
R191118,R166825
R579405,R601470
R683356,R614480
R477972,R447280
R647144,R150924
R711649,R681378
R980901,R564247
R370271,R260857
R786200,R651551
R905400,R339316
R380917,R579893
R834811,R503956
R649777,R413212
R497363,R909070
R822872,R362776
R402503,R278962
R935459,R667936
R117726,R782116
R370510,R482206
R316668,R914218
R939383,R904367
R500299,R572557
R318820,R283916
R727216,R284113
R831731,R156124
R235745,R596153
R500989,R196268
R877088,R364882
R330400,R763600
R743209,R135128
R278078,R503740
R552482,R529242
R387190,R343729
R214386,R586402
R878804,R607650
R911588,R681635
R730794,R846825
R644427,R896131
R629128,R317123
R480980,R650939
R231363,R819266
R351988,R452119
R337836,R589622
R430621,R684391
R261785,R120502
R136482,R261224
R311824,R156268
R742352,R106996
R835053,R167134
R492800,R348167
R693086,R731398
R101222,R556629
R247136,R775217
R463104,R582510
R329719,R598048
R206807,R517788
R697022,R859631
R764584,R358601
R630158,R916017
R443202,R626632
R658553,R332076
R678546,R861682
R377419,R301772
R181803,R336861
R784999,R968707
R301472,R203237
R627896,R618314
R853211,R254737
R270909,R261518
R321138,R391348
R159569,R388351
R608035,R946229
R179734,R548440
R592378,R359168
R940250,R840624
R709091,R520888
R878617,R877147
R418537,R990705
R544124,R458257
R348846,R554556
R481517,R290777
R200850,R157733
R500337,R556832
R761448,R934217
R912895,R879502
R196926,R371473
R975975,R503847
R740538,R359517
R956405,R120722
R967737,R702329
R826325,R707227
R953132,R343977
R771382,R340506
R861034,R419375
R767347,R723815
R904505,R988361
R845569,R467386
R698422,R943541
R971248,R113957
R965597,R171732
R935954,R429661
R266271,R853835
R186643,R969970
R961293,R876842
R549368,R458111
R549878,R596539
R152437,R977212
R390012,R128362
R172613,R217939
R182697,R699744
R974545,R325734
R474091,R442615
R261542,R941580
R347213,R808514
R161129,R652924
R510250,R109933
R480820,R392215
R810227,R382574
R920197,R458667
R346337,R101742
R399514,R263280
R687827,R765086
R913842,R358807
R734708,R196138
R585183,R547086
R632173,R474027
R873027,R631248
R342482,R980769
R303310,R385500
R187846,R760403
R409770,R993164
R420923,R372129
R291457,R108705
R587433,R630617
R127600,R865175
R318489,R435113
R637973,R170176
R704725,R753450
R565067,R214031
R132629,R994334
R217210,R787033
R646970,R701101
R254904,R963155
R699560,R549387
R820571,R989334
R137135,R960230
R600157,R537781
R465661,R303494
R778499,R133205
